home_team,away_team,home_goals,away_goals,date,league_slug
Czech Republic,Finland,4,3,2005-03-26,international-fifa-world-cup-qualification
Denmark,Kazakhstan,3,0,2005-03-26,international-fifa-world-cup-qualification
England,Northern Ireland,4,0,2005-03-26,international-fifa-world-cup-qualification
Estonia,Slovakia,1,2,2005-03-26,international-fifa-world-cup-qualification
France,Switzerland,0,0,2005-03-26,international-fifa-world-cup-qualification
Georgia,Greece,1,3,2005-03-26,international-fifa-world-cup-qualification
Guatemala,Trinidad and Tobago,5,1,2005-03-26,international-fifa-world-cup-qualification
Israel,Republic of Ireland,1,1,2005-03-26,international-fifa-world-cup-qualification
Italy,Scotland,2,0,2005-03-26,international-fifa-world-cup-qualification
Kenya,Botswana,1,0,2005-03-26,international-fifa-world-cup-qualification
Liechtenstein,Russia,1,2,2005-03-26,international-fifa-world-cup-qualification
Morocco,Guinea,1,0,2005-03-26,international-fifa-world-cup-qualification
Nigeria,Gabon,2,0,2005-03-26,international-fifa-world-cup-qualification
Poland,Azerbaijan,8,0,2005-03-26,international-fifa-world-cup-qualification
Portugal,Canada,4,1,2005-03-26,international-friendly
Romania,Netherlands,0,2,2005-03-26,international-fifa-world-cup-qualification
Senegal,Liberia,6,1,2005-03-26,international-fifa-world-cup-qualification
Slovenia,Germany,0,1,2005-03-26,international-friendly
South Africa,Uganda,2,1,2005-03-26,international-fifa-world-cup-qualification
Spain,China PR,3,0,2005-03-26,international-friendly
Tunisia,Malawi,7,0,2005-03-26,international-fifa-world-cup-qualification
Turkey,Albania,2,0,2005-03-26,international-fifa-world-cup-qualification
Venezuela,Colombia,0,0,2005-03-26,international-fifa-world-cup-qualification
Wales,Austria,0,2,2005-03-26,international-fifa-world-cup-qualification
Zambia,Congo,2,0,2005-03-26,international-fifa-world-cup-qualification
Algeria,Rwanda,1,0,2005-03-27,international-fifa-world-cup-qualification
Brazil,Peru,1,0,2005-03-27,international-fifa-world-cup-qualification
Cameroon,Sudan,2,1,2005-03-27,international-fifa-world-cup-qualification
DR Congo,Ghana,1,1,2005-03-27,international-fifa-world-cup-qualification
Ecuador,Paraguay,5,2,2005-03-27,international-fifa-world-cup-qualification
Egypt,Libya,4,1,2005-03-27,international-fifa-world-cup-qualification
Ivory Coast,Benin,3,0,2005-03-27,international-fifa-world-cup-qualification
Mali,Togo,1,2,2005-03-27,international-fifa-world-cup-qualification
Mexico,United States,2,1,2005-03-27,international-fifa-world-cup-qualification
Zimbabwe,Angola,2,0,2005-03-27,international-fifa-world-cup-qualification
Australia,Indonesia,3,0,2005-03-29,international-friendly
Bolivia,Venezuela,3,1,2005-03-29,international-fifa-world-cup-qualification
Republic of Ireland,China PR,1,0,2005-03-29,international-friendly
Andorra,Czech Republic,0,4,2005-03-30,international-fifa-world-cup-qualification
Argentina,Colombia,1,0,2005-03-30,international-fifa-world-cup-qualification
Austria,Wales,1,0,2005-03-30,international-fifa-world-cup-qualification
Bosnia and Herzegovina,Lithuania,1,1,2005-03-30,international-fifa-world-cup-qualification
Croatia,Malta,3,0,2005-03-30,international-fifa-world-cup-qualification
England,Azerbaijan,2,0,2005-03-30,international-fifa-world-cup-qualification
Estonia,Russia,1,1,2005-03-30,international-fifa-world-cup-qualification
Georgia,Turkey,2,5,2005-03-30,international-fifa-world-cup-qualification
Greece,Albania,2,0,2005-03-30,international-fifa-world-cup-qualification
Hungary,Bulgaria,1,1,2005-03-30,international-fifa-world-cup-qualification
Israel,France,1,1,2005-03-30,international-fifa-world-cup-qualification
Italy,Iceland,0,0,2005-03-30,international-friendly
Japan,Bahrain,1,0,2005-03-30,international-fifa-world-cup-qualification
North Korea,Iran,0,2,2005-03-30,international-fifa-world-cup-qualification
South Korea,Uzbekistan,2,1,2005-03-30,international-fifa-world-cup-qualification
Kuwait,Saudi Arabia,0,0,2005-03-30,international-fifa-world-cup-qualification
Latvia,Luxembourg,4,0,2005-03-30,international-fifa-world-cup-qualification
North Macedonia,Romania,1,2,2005-03-30,international-fifa-world-cup-qualification
Moldova,Norway,0,0,2005-03-30,international-fifa-world-cup-qualification
Netherlands,Armenia,2,0,2005-03-30,international-fifa-world-cup-qualification
Panama,Mexico,1,1,2005-03-30,international-fifa-world-cup-qualification
Paraguay,Chile,2,1,2005-03-30,international-fifa-world-cup-qualification
Peru,Ecuador,2,2,2005-03-30,international-fifa-world-cup-qualification
Poland,Northern Ireland,1,0,2005-03-30,international-fifa-world-cup-qualification
San Marino,Belgium,1,2,2005-03-30,international-fifa-world-cup-qualification
Serbia,Spain,0,0,2005-03-30,international-fifa-world-cup-qualification
Slovakia,Portugal,1,1,2005-03-30,international-fifa-world-cup-qualification
Slovenia,Belarus,1,1,2005-03-30,international-fifa-world-cup-qualification
Switzerland,Cyprus,1,0,2005-03-30,international-fifa-world-cup-qualification
Trinidad and Tobago,Costa Rica,0,0,2005-03-30,international-fifa-world-cup-qualification
Ukraine,Denmark,1,0,2005-03-30,international-fifa-world-cup-qualification
Uruguay,Brazil,1,1,2005-03-30,international-fifa-world-cup-qualification
United States,Guatemala,2,0,2005-03-30,international-fifa-world-cup-qualification
Mozambique,Zimbabwe,0,3,2005-04-16,international-cosafa-cup
Namibia,Botswana,1,1,2005-04-16,international-cosafa-cup
Botswana,Zimbabwe,0,2,2005-04-17,international-cosafa-cup
Estonia,Norway,1,2,2005-04-20,international-friendly
Guatemala,Jamaica,0,1,2005-04-20,international-friendly
Brazil,Guatemala,3,0,2005-04-27,international-friendly
Mexico,Poland,1,1,2005-04-27,international-friendly
Guernsey,Jersey,0,0,2005-05-02,international-muratti-vase
Occitania,Chechnya,14,0,2005-05-03,international-friendly
Ecuador,Paraguay,1,0,2005-05-04,international-friendly
Jersey,Guernsey,3,3,2005-05-15,international-muratti-vase
Monaco,Occitania,1,1,2005-05-17,international-friendly
Lithuania,Latvia,2,0,2005-05-21,international-baltic-cup
Japan,Peru,0,1,2005-05-22,international-kirin-cup
Sudan,Chad,4,1,2005-05-22,international-friendly
Norway,Costa Rica,1,0,2005-05-24,international-friendly
Peru,United Arab Emirates,0,0,2005-05-24,international-kirin-cup
Trinidad and Tobago,Bermuda,4,0,2005-05-25,international-friendly
Venezuela,Panama,1,1,2005-05-25,international-friendly
Gibraltar,Monaco,4,0,2005-05-27,international-friendly
Japan,United Arab Emirates,0,1,2005-05-27,international-kirin-cup
Kuwait,Egypt,0,1,2005-05-27,international-friendly
Libya,Malawi,1,1,2005-05-27,international-friendly
Saudi Arabia,Bahrain,1,1,2005-05-27,international-friendly
Sudan,Chad,1,1,2005-05-27,international-friendly
Trinidad and Tobago,Bermuda,1,0,2005-05-27,international-friendly
Tunisia,Angola,4,1,2005-05-27,international-friendly
United States,England,1,2,2005-05-28,international-friendly
Hong Kong,Macau,8,1,2005-05-29,international-friendly
Iran,Azerbaijan,2,1,2005-05-29,international-friendly
Poland,Albania,1,0,2005-05-29,international-friendly
Togo,Burkina Faso,1,0,2005-05-29,international-friendly
Colombia,England,2,3,2005-05-31,international-friendly
France,Hungary,2,1,2005-05-31,international-friendly
Gabon,Zambia,0,1,2005-06-01,international-friendly
Lesotho,Eswatini,3,4,2005-06-01,international-friendly
Finland,Denmark,0,1,2005-06-02,international-friendly
Bahrain,Japan,0,1,2005-06-03,international-fifa-world-cup-qualification
Iran,North Korea,1,0,2005-06-03,international-fifa-world-cup-qualification
Libya,Ivory Coast,0,0,2005-06-03,international-fifa-world-cup-qualification
Saudi Arabia,Kuwait,3,0,2005-06-03,international-fifa-world-cup-qualification
Uzbekistan,South Korea,1,1,2005-06-03,international-fifa-world-cup-qualification
Albania,Georgia,3,2,2005-06-04,international-fifa-world-cup-qualification
Armenia,North Macedonia,1,2,2005-06-04,international-fifa-world-cup-qualification
Azerbaijan,Poland,0,3,2005-06-04,international-fifa-world-cup-qualification
Belarus,Slovenia,1,1,2005-06-04,international-fifa-world-cup-qualification
Benin,Cameroon,1,4,2005-06-04,international-fifa-world-cup-qualification
Botswana,Tunisia,1,3,2005-06-04,international-fifa-world-cup-qualification
Bulgaria,Croatia,1,3,2005-06-04,international-fifa-world-cup-qualification
Cape Verde,South Africa,1,2,2005-06-04,international-fifa-world-cup-qualification
Chile,Bolivia,3,1,2005-06-04,international-fifa-world-cup-qualification
Colombia,Peru,5,0,2005-06-04,international-fifa-world-cup-qualification
Czech Republic,Andorra,8,1,2005-06-04,international-fifa-world-cup-qualification
Ecuador,Argentina,2,0,2005-06-04,international-fifa-world-cup-qualification
Estonia,Liechtenstein,2,0,2005-06-04,international-fifa-world-cup-qualification
Faroe Islands,Switzerland,1,3,2005-06-04,international-fifa-world-cup-qualification
Guatemala,Mexico,0,2,2005-06-04,international-fifa-world-cup-qualification
Iceland,Hungary,2,3,2005-06-04,international-fifa-world-cup-qualification
Republic of Ireland,Israel,2,2,2005-06-04,international-fifa-world-cup-qualification
Jamaica,Honduras,0,0,2005-06-04,international-friendly
Morocco,Malawi,4,1,2005-06-04,international-fifa-world-cup-qualification
Netherlands,Romania,2,0,2005-06-04,international-fifa-world-cup-qualification
Northern Ireland,Germany,1,4,2005-06-04,international-friendly
Norway,Italy,0,0,2005-06-04,international-fifa-world-cup-qualification
Portugal,Slovakia,2,0,2005-06-04,international-fifa-world-cup-qualification
Russia,Latvia,2,0,2005-06-04,international-fifa-world-cup-qualification
San Marino,Bosnia and Herzegovina,1,3,2005-06-04,international-fifa-world-cup-qualification
Scotland,Moldova,2,0,2005-06-04,international-fifa-world-cup-qualification
Serbia,Belgium,0,0,2005-06-04,international-fifa-world-cup-qualification
Singapore,Malaysia,2,0,2005-06-04,international-friendly
Spain,Lithuania,1,0,2005-06-04,international-fifa-world-cup-qualification
Sweden,Malta,6,0,2005-06-04,international-fifa-world-cup-qualification
Trinidad and Tobago,Panama,2,0,2005-06-04,international-fifa-world-cup-qualification
Turkey,Greece,0,0,2005-06-04,international-fifa-world-cup-qualification
Ukraine,Kazakhstan,2,0,2005-06-04,international-fifa-world-cup-qualification
United States,Costa Rica,3,0,2005-06-04,international-fifa-world-cup-qualification
Venezuela,Uruguay,1,1,2005-06-04,international-fifa-world-cup-qualification
Angola,Algeria,2,1,2005-06-05,international-fifa-world-cup-qualification
Brazil,Paraguay,4,1,2005-06-05,international-fifa-world-cup-qualification
Congo,Senegal,0,0,2005-06-05,international-fifa-world-cup-qualification
DR Congo,Uganda,4,0,2005-06-05,international-fifa-world-cup-qualification
Egypt,Sudan,6,1,2005-06-05,international-fifa-world-cup-qualification
Ghana,Burkina Faso,2,1,2005-06-05,international-fifa-world-cup-qualification
Guinea,Kenya,1,0,2005-06-05,international-fifa-world-cup-qualification
Mali,Liberia,4,1,2005-06-05,international-fifa-world-cup-qualification
Rwanda,Nigeria,1,1,2005-06-05,international-fifa-world-cup-qualification
Togo,Zambia,4,1,2005-06-05,international-fifa-world-cup-qualification
Zimbabwe,Gabon,1,0,2005-06-05,international-fifa-world-cup-qualification
Peru,Uruguay,0,0,2005-06-07,international-fifa-world-cup-qualification
Argentina,Brazil,3,1,2005-06-08,international-fifa-world-cup-qualification
Belarus,Scotland,0,0,2005-06-08,international-fifa-world-cup-qualification
Chile,Venezuela,2,1,2005-06-08,international-fifa-world-cup-qualification
Colombia,Ecuador,3,0,2005-06-08,international-fifa-world-cup-qualification
Costa Rica,Guatemala,3,2,2005-06-08,international-fifa-world-cup-qualification
Czech Republic,North Macedonia,6,1,2005-06-08,international-fifa-world-cup-qualification
Denmark,Albania,3,1,2005-06-08,international-fifa-world-cup-qualification
Estonia,Portugal,0,1,2005-06-08,international-fifa-world-cup-qualification
Faroe Islands,Republic of Ireland,0,2,2005-06-08,international-fifa-world-cup-qualification
Finland,Netherlands,0,4,2005-06-08,international-fifa-world-cup-qualification
Germany,Russia,2,2,2005-06-08,international-friendly
Greece,Ukraine,0,1,2005-06-08,international-fifa-world-cup-qualification
Iceland,Malta,4,1,2005-06-08,international-fifa-world-cup-qualification
Iran,Bahrain,1,0,2005-06-08,international-fifa-world-cup-qualification
Italy,Serbia,1,1,2005-06-08,international-friendly
Jordan,Iraq,0,1,2005-06-08,international-friendly
Kazakhstan,Turkey,0,6,2005-06-08,international-fifa-world-cup-qualification
North Korea,Japan,0,2,2005-06-08,international-fifa-world-cup-qualification
Kuwait,South Korea,0,4,2005-06-08,international-fifa-world-cup-qualification
Latvia,Liechtenstein,1,0,2005-06-08,international-fifa-world-cup-qualification
Luxembourg,Slovakia,0,4,2005-06-08,international-fifa-world-cup-qualification
Malaysia,Singapore,1,2,2005-06-08,international-friendly
Mexico,Trinidad and Tobago,2,0,2005-06-08,international-fifa-world-cup-qualification
Panama,United States,0,3,2005-06-08,international-fifa-world-cup-qualification
Paraguay,Bolivia,4,1,2005-06-08,international-fifa-world-cup-qualification
Romania,Armenia,3,0,2005-06-08,international-fifa-world-cup-qualification
Saudi Arabia,Uzbekistan,3,0,2005-06-08,international-fifa-world-cup-qualification
Spain,Bosnia and Herzegovina,1,1,2005-06-08,international-fifa-world-cup-qualification
Sweden,Norway,2,3,2005-06-08,international-friendly
Australia,New Zealand,1,0,2005-06-09,international-friendly
Gambia,Guinea,2,3,2005-06-10,international-friendly
Sierra Leone,Liberia,2,0,2005-06-10,international-friendly
Ecuador,Italy,1,1,2005-06-11,international-friendly
Lesotho,Malawi,1,2,2005-06-11,international-cosafa-cup
Tunisia,Guinea,2,0,2005-06-11,international-fifa-world-cup-qualification
Zambia,Eswatini,3,0,2005-06-11,international-cosafa-cup
Algeria,Mali,0,3,2005-06-12,international-friendly
Pakistan,India,1,1,2005-06-12,international-friendly
Sierra Leone,Gambia,1,0,2005-06-12,international-friendly
Zambia,Malawi,2,1,2005-06-12,international-cosafa-cup
Sierra Leone,Guinea,2,0,2005-06-14,international-friendly
Argentina,Tunisia,2,1,2005-06-15,international-confederations-cup
Germany,Australia,4,3,2005-06-15,international-confederations-cup
Brazil,Greece,3,0,2005-06-16,international-confederations-cup
Japan,Mexico,1,2,2005-06-16,international-confederations-cup
Pakistan,India,0,1,2005-06-16,international-friendly
Australia,Argentina,2,4,2005-06-18,international-confederations-cup
Burkina Faso,DR Congo,2,0,2005-06-18,international-fifa-world-cup-qualification
Gabon,Rwanda,3,0,2005-06-18,international-fifa-world-cup-qualification
Germany,Tunisia,3,0,2005-06-18,international-confederations-cup
Kenya,Morocco,0,0,2005-06-18,international-fifa-world-cup-qualification
Malawi,Botswana,1,3,2005-06-18,international-fifa-world-cup-qualification
Nigeria,Angola,1,1,2005-06-18,international-fifa-world-cup-qualification
Pakistan,India,3,0,2005-06-18,international-friendly
Senegal,Togo,2,2,2005-06-18,international-fifa-world-cup-qualification
South Africa,Ghana,0,2,2005-06-18,international-fifa-world-cup-qualification
Uganda,Cape Verde,1,0,2005-06-18,international-fifa-world-cup-qualification
Zambia,Mali,2,1,2005-06-18,international-fifa-world-cup-qualification
Algeria,Zimbabwe,2,2,2005-06-19,international-fifa-world-cup-qualification
Cameroon,Libya,1,0,2005-06-19,international-fifa-world-cup-qualification
China PR,Costa Rica,2,2,2005-06-19,international-friendly
Greece,Japan,0,1,2005-06-19,international-confederations-cup
Ivory Coast,Egypt,2,0,2005-06-19,international-fifa-world-cup-qualification
Liberia,Congo,0,2,2005-06-19,international-fifa-world-cup-qualification
Mexico,Brazil,1,0,2005-06-19,international-confederations-cup
Australia,Tunisia,0,2,2005-06-21,international-confederations-cup
Germany,Argentina,2,2,2005-06-21,international-confederations-cup
China PR,Costa Rica,2,0,2005-06-22,international-friendly
Greece,Mexico,0,0,2005-06-22,international-confederations-cup
Japan,Brazil,2,2,2005-06-22,international-confederations-cup
Chechnya,Ambazonia,2,2,2005-06-23,international-friendly
Germany,Brazil,2,3,2005-06-25,international-confederations-cup
Mexico,Argentina,1,1,2005-06-26,international-confederations-cup
Mozambique,Lesotho,1,0,2005-06-26,international-friendly
Brazil,Argentina,4,1,2005-06-29,international-confederations-cup
Germany,Mexico,4,3,2005-06-29,international-confederations-cup
Botswana,DR Congo,0,0,2005-07-01,international-friendly
Canada,Honduras,1,2,2005-07-02,international-friendly
Colombia,Panama,0,1,2005-07-06,international-gold-cup
Trinidad and Tobago,Honduras,1,1,2005-07-06,international-gold-cup
Canada,Costa Rica,0,1,2005-07-07,international-gold-cup
United States,Cuba,4,1,2005-07-07,international-gold-cup
Guatemala,Jamaica,3,4,2005-07-08,international-gold-cup
South Africa,Mexico,2,1,2005-07-08,international-gold-cup
Costa Rica,Cuba,3,1,2005-07-09,international-gold-cup
United States,Canada,2,0,2005-07-09,international-gold-cup
Honduras,Colombia,2,1,2005-07-10,international-gold-cup
Jamaica,South Africa,3,3,2005-07-10,international-gold-cup
Mexico,Guatemala,4,0,2005-07-10,international-gold-cup
Panama,Trinidad and Tobago,2,2,2005-07-10,international-gold-cup
Saare County,Åland Islands,2,1,2005-07-10,international-island-games
Shetland,Falkland Islands,4,0,2005-07-10,international-island-games
